Name    |             z|Survey|        RAdeg         DEdeg|       umagg|       gmagg|       rmagg|       imagg|       zmagg|     e_umagg|     e_gmagg|     e_rmagg|     e_imagg|     e_zmagg|       umagl|       gmagl|       rmagl|       imagl|       zmagl|     e_umagl|     e_gmagl|     e_rmagl|     e_imagl|     e_zmagl|         Ful|         Fgl|         Frl|         Fil|         Fzl|       e_Ful|       e_Fgl|       e_Frl|       e_Fil|       e_Fzl|          U-Vl|        e_U-Vl|          U-Vg|        e_U-Vg|          logMs|        e_logMs|      Dist
07D2cq  |0.748020121738|SNLS5 |150.195975000   1.867808333|   22.777845|   22.875980|   21.982257|   20.895454|   20.517057|    0.044051|    0.027600|    0.021683|    0.014113|    0.022632|   26.462929|   25.691909|   24.510175|   23.213203|   22.657018|    0.029244|    0.012325|    0.007117|    0.003892|    0.006575|   25.991315|   52.873315|  157.011038|  518.464271|  865.351698|    0.876758|    0.723974|    1.451696|    2.917580|    7.880139| 0.75381681650| 0.02087180930| 0.36345209130| 0.02408529840|  10.8054642211|   0.0422152853|  1.465175
07D2ct  |0.942240253867|SNLS5 |150.070812500   2.287158333|   27.496509|   26.702774|   25.814588|   24.543554|   24.085263|    0.782542|    0.254782|    0.197133|    0.097329|    0.169750|    ---     |   31.302965|   29.726040|   28.375226|   28.085178|    ---     |    2.132427|    0.826954|    0.413329|    0.961122|   -1.396569|    0.301172|    1.287016|    4.465905|    5.833494|   -0.501908|    0.664598|    1.247838|    2.101576|    6.375151|99.00000000000|-1.00000000000| 0.40008891450| 0.07224225810|   9.7946052006|   0.1698596170|  7.986578
07D2cy  |0.887178919595|SNLS5 |150.456191667   2.683080556|   24.323684|   24.560829|   23.913259|   23.111910|   22.835355|    0.108984|    0.053909|    0.052965|    0.040367|    0.073351|   26.596603|   26.368559|   25.693618|   24.788051|   24.433682|    0.042861|    0.022393|    0.020388|    0.015334|    0.030567|   22.980470|   28.351513|   52.790137|  121.556941|  168.471823|    1.110186|    0.670178|    1.283012|    2.172919|    5.942162| 0.06417461230| 0.04949825430|-0.01355379040| 0.02853044780|   9.5565154068|   0.0630494706|  1.414873
07D2du  |0.539778798785|SNLS5 |150.125816667   1.858452778|   22.632962|   22.562223|   21.354637|   20.646797|   20.296022|    0.032942|    0.016972|    0.011471|    0.010278|    0.016305|   26.010429|   25.432114|   24.311604|   23.650086|   23.314855|    0.025199|    0.011547|    0.007079|    0.006771|    0.013781|   39.430149|   67.166752|  188.520466|  346.709515|  472.126261|    1.211253|    0.922555|    1.832249|    3.130632|    8.236523| 0.27954407750| 0.03022585610| 0.39015110570| 0.02674461110|  10.4577851067|   0.0726274832|  5.861609
07D2ec  |0.271468610849|SNLS5 |150.056466667   1.771950000|   20.559454|   20.251201|   19.338227|   18.773133|   18.436828|    0.011842|    0.008746|    0.007830|    0.007596|    0.011492|   24.633416|   23.727564|   22.754504|   22.221503|   21.902877|    0.011171|    0.004003|    0.002784|    0.003034|    0.006139|  140.163084|  322.830317|  791.039766| 1292.405531| 1733.202090|    2.349601|    2.219932|    4.426177|    7.335787|   17.412104| 0.45715105920| 0.03139228330| 0.39327512670| 0.02597623220|  10.4587636614|   0.0605326406| 11.084427
07D2ep  |0.721981826337|SNLS5 |149.819420833   2.536961111|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   28.442021|   26.943761|   25.313997|   24.411374|    ---     |    0.151298|    0.064490|    0.025570|    0.031097|   -0.172823|    4.199442|   16.691513|   74.886109|  171.969076|   -0.803583|    0.683985|    1.309153|    2.267173|    6.292208| 1.35730442600| 0.09291388390|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 13.676350
07D2fv  |0.873167682412|SNLS5 |150.407637500   1.812816667|   25.472963|   25.073096|   23.816931|   22.662081|   21.995863|    0.264866|    0.079333|    0.044862|    0.025855|    0.033470|   28.309152|   27.212309|   25.360791|   23.905484|   23.124274|    0.184472|    0.047030|    0.014639|    0.006874|    0.009252|    4.746126|   13.033963|   71.727126|  274.035295|  562.717458|    0.985695|    0.642228|    1.265455|    2.343803|    6.577934| 0.99312064620| 0.14017029630| 0.67514660960| 0.06091995960|  10.5583040322|   0.0642639450|  0.847461
07D2fy  |0.721983990768|SNLS5 |149.884820833   2.300244444|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   32.739869|   30.821868|   29.126725|   28.009691|   27.531442|   12.573303|    1.382707|    0.504156|    0.328797|    0.613682|    0.080178|    0.469086|    2.235166|    6.253506|    9.714566|    1.161413|    0.698060|    1.369238|    2.420061|    6.949819|99.00000000000|-1.00000000000|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 10.781128
07D2kc  |0.355566552497|SNLS5 |150.279945833   2.041291667|   22.096473|   22.094095|   21.204925|   20.795530|   20.557061|    0.035214|    0.023480|    0.018796|    0.019837|    0.039583|   25.066492|   24.491467|   23.524828|   23.084908|   22.787692|    0.013453|    0.007673|    0.005269|    0.005348|    0.013233|   94.059601|  159.739841|  389.106744|  583.494543|  767.226078|    1.731512|    1.626642|    3.134996|    5.010242|   14.543593| 0.22111027540| 0.02836931580| 0.09447683910| 0.03698511120|   9.6217889513|   0.0848535924|  2.631562
07D2kh  |0.732999828939|SNLS5 |150.120562500   2.227680556|   23.625415|   22.947598|   21.349621|   19.928251|   19.419085|    0.086057|    0.034626|    0.014769|    0.009005|    0.014300|    ---     |   29.137356|   27.249090|   25.900532|   25.343563|    ---     |    0.331703|    0.089854|    0.039827|    0.084457|   -0.021548|    2.213388|   12.599813|   43.630216|   72.874385|   -0.535263|    0.736896|    1.289184|    2.146018|    7.390780| 0.97052881830| 0.07818751050| 0.97049892120| 0.01402961250|  11.4121385617|   0.0162167245| 14.436204
08D2ac  |0.417633099630|SNLS5 |149.880841667   2.340355556|   22.601748|   22.761352|   21.857692|   21.396518|   21.172633|    0.032966|    0.018140|    0.014842|    0.014823|    0.030427|   26.135686|   25.711417|   24.792997|   24.324381|   24.088683|    0.036146|    0.017136|    0.012542|    0.012351|    0.033083|   35.133845|   51.931774|  121.004462|  186.314919|  231.487201|    1.634060|    1.055043|    2.032088|    3.294059|   10.227543| 0.10129060280| 0.02618049080| 0.03632444420| 0.02914540950|   9.3503312464|   0.0808355551|  6.952156
08D2ad  |0.555799052213|SNLS5 |150.246612500   1.757725000|   21.875813|   22.061565|   21.098001|   20.553322|   20.341277|    0.016233|    0.011596|    0.009575|    0.009134|    0.016384|   25.674859|   25.163426|   24.060173|   23.475531|   23.266199|    0.018071|    0.009017|    0.005468|    0.004774|    0.012810|   53.710159|   86.025982|  237.646054|  407.180977|  493.765081|    1.184683|    0.888232|    1.765064|    2.866771|    8.282573| 0.15977120680| 0.02218513080| 0.01960306740| 0.02318565520|  10.0488292808|   0.0723736658|  5.485303
08D2ag  |0.690948194679|SNLS5 |149.646341667   1.823627778|   26.938460|   26.089965|   24.326513|   23.025460|   22.398970|    1.172980|    0.207460|    0.072607|    0.034199|    0.051502|   29.812938|   27.629715|   25.909671|   24.542239|   23.901060|    0.929036|    0.079965|    0.027183|    0.011616|    0.020685|    1.188022|    8.873885|   43.264504|  152.441961|  275.153984|    1.279675|    0.721353|    1.361338|    2.261421|    7.014013| 1.20395648200| 0.03925315090| 0.91159707750| 0.04284530610|  10.1152682871|   0.0418160989|  1.680829
08D2ch  |0.475706326413|SNLS5 |150.415020833   2.115988889|   22.628973|   22.676481|   21.619686|   21.093785|   20.834790|    0.026146|    0.014309|    0.010857|    0.010458|    0.019428|   24.874189|   24.308399|   23.131722|   22.525912|   22.197138|    0.010919|    0.004686|    0.002702|    0.002299|    0.005461|  112.285733|  189.077753|  558.870325|  976.416775| 1321.735844|    1.579809|    1.212748|    2.687716|    4.432068|   11.384044| 0.34539208120| 0.01607185160| 0.15971513880| 0.02333037350|   9.8002099319|   0.0639997002|  1.271428
08D2cl  |0.833110589358|SNLS5 |149.868970833   2.496950000|   23.848409|   23.677122|   22.198309|   20.817537|   20.074037|    0.184175|    0.057356|    0.027073|    0.013207|    0.018021|   27.380373|   27.118416|   25.951276|   24.766946|   24.094426|    0.103851|    0.045623|    0.026177|    0.013204|    0.023071|   11.164792|   14.211290|   41.637962|  123.942867|  230.265976|    1.312499|    0.638455|    1.222724|    2.019428|    6.381855| 0.63494188930| 0.03800535760| 0.89828755210| 0.01712102190|  11.2615934846|   0.0199499177|  6.379124
08D2dr  |0.356569325353|SNLS5 |150.475525000   2.067211111|   23.171668|   22.306696|   20.900412|   20.266358|   19.922301|    0.040314|    0.012890|    0.008926|    0.008368|    0.013662|   24.901905|   23.427993|   21.932686|   21.271079|   20.897909|    0.010987|    0.002569|    0.001180|    0.000930|    0.002075|  109.455591|  425.405074| 1686.264218| 3101.475638| 4373.574536|    1.660872|    2.074361|    6.357023|   11.098062|   25.066431| 0.84776500960| 0.02050848550| 0.80861662660| 0.02474140560|  10.3752411050|   0.0401008128|  1.396287
08D2dz  |0.651904500513|SNLS5 |149.721141667   1.738669444|   23.206539|   22.330423|   20.695554|   19.397757|   18.896162|    0.201348|    0.038039|    0.016160|    0.009778|    0.015026|   29.330084|   27.384761|   25.720533|   24.433087|   23.967525|    0.622068|    0.065574|    0.023307|    0.010831|    0.022790|    1.853389|   11.119761|   51.497582|  168.564178|  258.815398|    1.348809|    0.750904|    1.408469|    2.364490|    7.302676| 1.09130278210| 0.06092664690| 0.98897919050| 0.01978876930|  11.4638996143|   0.0273037848| 10.782167
08D2gw  |0.716981349944|SNLS5 |150.274770833   2.522202778|   22.629820|   22.479084|   21.097699|   19.835648|   19.485284|    0.101709|    0.035958|    0.018920|    0.011052|    0.019165|   28.061473|   28.160783|   26.596207|   25.428038|   25.141973|    0.212782|    0.141736|    0.055923|    0.029070|    0.074150|    5.962259|    5.441102|   22.988843|   67.419375|   87.742622|    1.463205|    0.777590|    1.471131|    2.434329|    7.837567| 0.67091587240| 0.04112553940| 0.78936927650| 0.01823060890|  11.3451401600|   0.0179351597| 11.580102
08D2hw  |0.748014127848|SNLS5 |150.027920833   2.552405556|   25.114493|   23.712393|   21.874430|   20.310293|   19.709593|    0.113148|    0.017274|    0.009050|    0.007442|    0.011226|   29.534193|   27.484710|   25.767123|   24.324003|   23.716205|    0.523733|    0.065832|    0.022842|    0.009183|    0.017240|    1.535758|   10.141818|   49.334498|  186.379846|  326.225670|    0.922195|    0.668567|    1.288794|    2.190244|    6.920473| 1.20536229760| 0.11257926980| 1.08873286860| 0.00495615680|  11.3435016293|   0.0091497687|  7.951511
08D2id  |0.835122377678|SNLS5 |150.508266667   2.220383333|   23.312830|   23.572179|   22.776259|   21.685289|   21.300457|    0.048520|    0.031530|    0.027202|    0.016241|    0.029299|    ---     |   29.394893|   28.892090|   27.149422|   26.410555|    ---     |    0.392177|    0.412083|    0.123891|    0.204527|   -0.290834|    1.745994|    2.774367|   13.811195|   27.275821|   -0.729141|    0.671752|    1.273519|    2.067368|    6.592911| 0.56345792040| 0.09077423900| 0.28038245620| 0.03620980510|  10.5308046917|   0.0932866495| 10.260681
08D2kj  |0.703961634219|SNLS5 |149.805725000   2.417902778|   23.166765|   23.350120|   22.543645|   21.780372|   21.498640|    0.039042|    0.019520|    0.016731|    0.013532|    0.026438|    ---     |   30.167527|   28.430449|   28.002790|   27.575872|    ---     |    0.791417|    0.264213|    0.270235|    0.604556|   -1.915640|    0.857016|    4.244440|    6.293379|    9.325051|   -0.869396|    0.686163|    1.285971|    2.110389|    6.797299|99.00000000000|-1.00000000000| 0.05537276370| 0.02779589650|   9.8540842261|   0.0635138746| 15.664682
03D3ba  |0.291718464598|SNLS5 |214.139295833  52.342188889|   21.402100|   20.998112|   19.950257|   19.348797|   18.990756|    0.023820|    0.010406|    0.008496|    0.008130|    0.012736|   24.379407|   23.921031|   22.882512|   22.275395|   21.894586|    0.012475|    0.003608|    0.002183|    0.002261|    0.004693|  177.107585|  270.139250|  703.064387| 1229.821631| 1746.487803|    3.471156|    1.708929|    3.401697|    5.900171|   14.723332| 0.50406923590| 0.02612331440| 0.51916721860| 0.02962887820|  10.4478344585|   0.0555088404|  7.141307
03D3bl  |0.355819904512|SNLS5 |214.982500000  53.097400000|   21.847706|   21.147516|   19.643034|   18.864162|   18.434792|    0.030484|    0.010377|    0.007926|    0.007551|    0.011486|   26.194713|   25.549909|   24.235091|   23.562437|   23.177914|    0.053520|    0.013215|    0.006272|    0.006591|    0.014146|   33.274746|   60.261016|  202.284950|  375.859347|  535.592431|    2.550752|    1.066536|    1.971319|    3.770872|   10.738379| 0.70377217920| 0.02879400320| 0.98019898340| 0.02407568990|  11.0064096601|   0.0114508530| 18.685674
03D3bn  |0.715658231465|SNLS5 |215.038391667  53.042888889|   24.202563|   23.266879|   21.747614|   20.385862|   19.884562|    0.133309|    0.024977|    0.012539|    0.008750|    0.013585|   27.232107|   25.820294|   24.060915|   22.593252|   22.061685|    0.097366|    0.011869|    0.003904|    0.002014|    0.003668|   12.798448|   46.976671|  237.483713|  917.696905| 1497.359602|    1.482909|    0.620590|    1.369520|    3.776543|    9.946854| 0.93382956850| 0.08841779640| 0.93607849870| 0.01274084970|  11.1869754467|   0.0158496301|  2.924207
03D3cc  |0.463272488662|SNLS5 |214.938354167  52.540377778|   23.408131|   22.438139|   20.779951|   20.003924|   19.585671|    0.133722|    0.022499|    0.010801|    0.009645|    0.016068|   26.566094|   25.575155|   23.878290|   23.086283|   22.696234|    0.073699|    0.011850|    0.004056|    0.003747|    0.008452|   23.635365|   58.875974|  280.985433|  582.756201|  834.654228|    2.291468|    0.860776|    1.791147|    3.488396|   10.009956| 0.90214574210| 0.03015765100| 0.91140987300| 0.02514237110|  10.8827402710|   0.0583557134|  6.254868
03D3cd  |0.461274061019|SNLS5 |214.666362500  52.612077778|   22.636797|   22.704376|   21.788069|   21.316755|   21.085922|    0.059554|    0.024661|    0.018234|    0.019372|    0.040767|   25.787355|   26.097277|   25.313212|   24.762024|   24.436267|    0.036673|    0.018700|    0.013963|    0.016077|    0.038563|   48.423702|   36.398965|   74.940262|  124.505980|  168.071175|    2.344199|    0.824599|    1.416679|    2.701385|    8.420387|-0.08224094750| 0.03537653480| 0.01523851480| 0.02418669620|   9.4555331358|   0.0803498079| 10.108317
04D3bf  |0.156459008289|SNLS5 |214.437779167  52.467791667|   19.936868|   19.428390|   18.596208|   18.024084|   17.717883|    0.012676|    0.008448|    0.007647|    0.007430|    0.011413|   21.873635|   21.216032|   20.263088|   19.614590|   19.260281|    0.002463|    0.000615|    0.000418|    0.000409|    0.000819| 1780.516380| 3262.774660| 7848.104099|14261.454094|19764.573251|   11.304356|   12.656578|   27.549571|   48.481961|  102.418054| 0.70903040610| 0.02596624920| 0.54594908430| 0.02758580140|  10.3422454675|   0.0465290434|  5.744810
04D3co  |0.620632233050|SNLS5 |214.458245833  52.963611111|   26.095090|   25.419736|   24.479208|   23.442124|   22.907404|    0.602048|    0.141970|    0.099819|    0.062789|    0.105794|   29.151890|   27.733868|   26.313704|   25.065864|   24.597569|    0.639618|    0.085361|    0.035634|    0.020600|    0.041243|    2.183957|    8.062183|   29.820725|   94.114046|  144.867934|    1.708208|    0.737571|    1.354018|    2.437462|    7.318062| 0.93853848070| 0.04856829330| 0.45380488730| 0.03800369730|   9.6227805545|   0.0402385209|  1.969241
04D3cp  |0.830706686835|SNLS5 |215.099658333  52.820933333|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   29.655704|   28.654931|   27.301452|   26.316070|   25.845787|    0.876206|    0.163450|    0.074217|    0.060532|    0.120621|    1.373152|    3.451657|   12.006581|   29.755813|   45.886546|    1.397285|    0.572066|    1.079703|    2.156123|    6.516288| 0.52597444660| 0.07858753790|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 12.444203
04D3cy  |0.643646460530|SNLS5 |214.551808333  52.658330556|   22.958626|   23.082316|   22.108097|   21.336521|   21.069481|    0.032302|    0.016567|    0.012421|    0.011336|    0.021802|   25.431136|   25.593504|   24.680126|   23.926712|   23.701086|    0.021099|    0.011120|    0.007467|    0.007354|    0.018525|   67.227295|   57.889324|  134.260873|  268.729449|  330.800200|    1.739379|    0.716689|    1.344653|    2.604898|    7.609786| 0.09219028600| 0.02712109510| 0.18117501170| 0.02614557550|  10.0837082040|   0.0664261521|  4.278591
04D3dd  |1.002794588000|SNLS5 |214.451687500  52.470677778|   27.292966|   26.560284|   26.009899|   25.077303|   24.265217|    0.816487|    0.178081|    0.185836|    0.141599|    0.188192|   28.285862|   28.275477|   27.424699|   26.368575|   25.651816|    0.228591|    0.108687|    0.077811|    0.057891|    0.091873|    4.849032|    4.895637|   10.718168|   28.351103|   54.862273|    1.258284|    0.526731|    0.989138|    1.929082|    5.845736| 0.40106393680| 0.04804053320| 0.20693628770| 0.09040484300|   9.4866191073|   0.1724470396|  1.086225
04D3df  |0.470585959940|SNLS5 |214.541670833  52.277686111|   26.037288|   26.362025|   25.663627|   24.912816|   25.445643|    0.248072|    0.150812|    0.134596|    0.121535|    0.557577|    ---     |   29.592634|   29.538179|   28.894000|    ---     |    ---     |    0.497386|    0.727055|    0.793727|    ---     |   -0.048312|    1.455280|    1.530131|    2.769490|   -2.731742|   -1.369088|    0.833057|    1.506859|    2.898573|   -4.496591|99.00000000000|-1.00000000000|-0.10759692480| 0.13653248930|   7.9221529831|   0.1450633598| 11.204565
04D3do  |0.610643495612|SNLS5 |214.442008333  52.267552778|   99.000000|   24.758602|   23.023055|   21.711352|   21.202546|   99.000000|    0.053998|    0.019695|    0.012160|    0.019975|   28.224516|   26.296724|   24.480825|   23.125978|   22.588210|    0.246363|    0.021389|    0.006354|    0.003658|    0.006646|    5.130899|   30.290767|  161.313244|  561.834803|  921.968517|    1.551244|    0.705325|    1.416907|    3.169698|    8.774413| 1.18022919090| 0.09513531130| 1.06082325260| 0.02614543400|  10.4863206597|   0.0281029509|  1.903362
04D3ez  |0.263487276664|SNLS5 |214.782641667  53.071947222|   22.219788|   21.247330|   19.881151|   19.176690|   18.793751|    0.030774|    0.009555|    0.007791|    0.007520|    0.011568|   23.212908|   22.136610|   20.690245|   19.933443|   19.535592|    0.005449|    0.000980|    0.000463|    0.000416|    0.000776|  518.605158| 1397.513810| 5295.438798|10632.187522|15337.803906|    4.937880|    5.533304|   18.435773|   35.792164|   78.154195| 1.15035703130| 0.02055089400| 1.03559109530| 0.02555553960|  10.5635873579|   0.0198293627|  1.285962
04D3fk  |0.358335857525|SNLS5 |214.609100000  52.528466667|   23.244954|   22.767565|   21.465097|   20.750020|   20.305253|    0.055880|    0.015655|    0.010173|    0.009560|    0.015784|   24.943102|   24.342613|   22.931741|   22.149694|   21.675684|    0.020064|    0.004884|    0.002200|    0.002049|    0.003987|  105.380243|  183.212405|  671.898637| 1380.773135| 2136.615553|    3.041118|    1.315749|    3.149971|    6.070560|   15.698434| 0.88368445880| 0.02173898870| 0.75485851440| 0.03165642630|  10.1843410840|   0.0184219807|  2.573884
04D3gt  |0.451556277731|SNLS5 |215.635795833  52.646922222|   23.159537|   21.654207|   19.886155|   18.885674|   18.400476|    0.181270|    0.021015|    0.009694|    0.008352|    0.012880|   25.862756|   24.193153|   22.195863|   21.045935|   20.486263|    0.036173|    0.003815|    0.001086|    0.000733|    0.001195|   45.174955|  210.251348| 1323.289565| 3816.154577| 6389.912082|    2.170865|    1.216388|    4.907432|   13.142356|   33.207151| 1.46892545010| 0.03372634520| 1.07061957330| 0.00355193780|  11.3399617734|   0.0519038947|  1.204662
04D3gx  |0.910751891366|SNLS5 |215.056950000  52.282777778|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   31.183948|    ---     |   28.475749|   28.474680|    ---     |    1.595477|    ---     |    0.407268|    1.282154|   -3.936891|    0.336063|   -0.093409|    4.070995|    4.075004|   -1.328839|    0.536547|   -0.905963|    1.963311|    6.096969|99.00000000000|-1.00000000000|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 34.149256
04D3hn  |0.552605060765|SNLS5 |215.528729167  52.228586111|   23.745846|   22.747325|   21.153701|   20.064788|   19.630076|    0.120118|    0.022424|    0.010799|    0.008657|    0.013596|   26.254271|   24.782867|   23.050833|   21.867850|   21.407783|    0.045975|    0.005950|    0.001974|    0.001269|    0.002271|   31.498628|  122.138708|  602.097744| 1790.028813| 2734.556367|    1.821647|    0.919123|    2.564782|    6.582113|   15.608171| 0.98326362280| 0.03062496900| 0.95184491110| 0.01998522210|  10.9557249615|   0.0509494602|  1.813635
04D3kr  |0.337534284098|SNLS5 |214.149725000  52.478875000|   22.892766|   22.845498|   21.958275|   21.512248|   21.148423|    0.032874|    0.015690|    0.012443|    0.013717|    0.024599|   23.908361|   23.833959|   22.927183|   22.517297|   22.168988|    0.007718|    0.003326|    0.002266|    0.002949|    0.006259|  273.309934|  292.695622|  674.725181|  984.194982| 1356.453493|    3.237198|    1.658276|    3.241735|    5.299504|   13.515725| 0.14431275760| 0.02240855650| 0.17362241580| 0.02048299810|   9.3516385608|   0.0422080807|  1.078297
04D3ks  |0.750681372810|SNLS5 |215.639779167  52.185183333|   26.010125|   26.274591|   25.675675|   24.796533|   25.363778|    0.359714|    0.197725|    0.192617|    0.134859|    0.654930|   27.567089|   28.079680|   27.152217|   26.312767|   26.284466|    0.181262|    0.141107|    0.092242|    0.073329|    0.226450|    9.400791|    5.863109|   13.775680|   29.846477|   30.634703|    2.010460|    0.853054|    1.561918|    2.652391|    8.251163| 0.05230938560| 0.08848214190|-0.03515897040| 0.12600943660|   8.6260349073|   0.2594778187|  2.230094
04D3lp  |0.983776657335|SNLS5 |214.962120833  52.503194444|   24.777275|   25.226812|   24.828307|   23.961316|   23.815011|    0.126708|    0.078753|    0.092814|    0.077226|    0.179804|   26.360325|   26.729957|   26.225669|   25.350745|   25.075851|    0.046857|    0.029914|    0.029264|    0.026468|    0.061017|   28.567344|   20.324377|   32.339426|   72.393901|   93.252277|    1.526034|    0.607435|    1.129102|    2.265704|    6.616981|-0.05458436790| 0.04857672750|-0.13060257530| 0.07981099400|   9.2166681332|   0.1641334038|  0.381412
04D3lu  |0.822696754404|SNLS5 |215.283208333  52.974791667|   26.458416|   24.626809|   22.689671|   21.227370|   20.514825|    0.775682|    0.062858|    0.019236|    0.010848|    0.015727|   27.478292|   26.310251|   24.305350|   22.746209|   22.000013|    0.111818|    0.018583|    0.004783|    0.002288|    0.003388|   10.201946|   29.915716|  189.609458|  797.106905| 1584.874864|    1.327192|    0.575157|    1.274196|    3.419900|   10.093000| 1.12075246440| 0.17592582120| 1.04602170690| 0.01442175300|  11.1559474937|   0.0483736880|  0.768182
04D3mk  |0.813696000197|SNLS5 |214.857350000  53.163694444|   25.257191|   25.161326|   24.110583|   22.972997|   22.546889|    0.202690|    0.078522|    0.050568|    0.033208|    0.061723|   26.642939|   26.658704|   25.529329|   24.273572|   23.793813|    0.060366|    0.028575|    0.015638|    0.010083|    0.019853|   22.020365|   21.702941|   61.414153|  195.241031|  303.720986|    1.550540|    0.635793|    1.184625|    2.446404|    7.267328| 0.62873831660| 0.02871130240| 0.47808646740| 0.03770743800|  10.1716197494|   0.0498307112|  1.446683
04D3ml  |0.950762960750|SNLS5 |214.162783333  53.093252778|   24.150804|   24.522707|   23.813416|   22.858954|   22.329487|    0.115906|    0.066204|    0.057829|    0.042361|    0.072612|    ---     |   29.768098|    ---     |   29.550872|    ---     |    ---     |    0.438863|    ---     |    1.076769|    ---     |   -0.078010|    1.238115|   -0.626090|    1.512346|   -1.829490|   -1.331725|    0.540843|   -0.919349|    1.920489|   -4.032570|99.00000000000|-1.00000000000| 0.17397207680| 0.04229427500|  10.1574006892|   0.1150842583| 19.010112
04D3nc  |0.817732330083|SNLS5 |214.075912500  52.273802778|   24.426560|   24.817621|   24.201712|   23.322682|   23.008008|    0.105541|    0.066068|    0.062184|    0.049637|    0.102320|   26.878469|   27.244288|   26.488868|   25.480154|   25.019419|    0.071486|    0.048757|    0.037145|    0.029089|    0.058940|   17.726062|   12.655657|   25.377731|   64.259671|   98.227328|    1.476433|    0.628802|    1.147028|    2.249408|    6.839842| 0.17641127700| 0.05365633690|-0.01274586970| 0.04990161480|   9.3587873028|   0.1068213838|  1.192442
04D3nh  |0.340519517429|SNLS5 |215.611283333  52.333447222|   24.047105|   23.798751|   22.740440|   22.186264|   21.804667|    0.055419|    0.020331|    0.014010|    0.014344|    0.025880|   24.857961|   24.568999|   23.466933|   22.855012|   22.466987|    0.017082|    0.006175|    0.003497|    0.003762|    0.007731|  113.976586|  148.730576|  410.418491|  721.099764| 1030.873506|    2.860229|    1.302048|    2.558361|    4.571061|   12.109458| 0.48202882620| 0.02046940340| 0.41286178450| 0.02085818370|   9.3533084740|   0.0572256033|  1.318519
04D3nq  |0.220465973587|SNLS5 |215.079729167  53.154413889|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   28.305755|   28.210600|   27.135303|   27.346789|   26.963430|    0.499076|    0.229789|    0.132778|    0.322627|    0.678733|    4.761000|    5.197087|   13.991967|   11.515547|   16.391856|    4.150525|    1.860078|    3.308251|    6.251452|   17.570063|-0.01091895660| 0.24319666820|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 34.846930
04D3nr  |0.960750910083|SNLS5 |215.660450000  52.648686111|    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |    ---     |   29.645207|    ---     |   30.494918|   28.816690|   29.465627|    0.832312|    ---     |    1.335015|    0.558910|    3.056551|    1.386491|   -0.477568|    0.633918|    2.973883|    1.635871|    1.315777|   -0.583417|    1.007264|    1.958400|    5.810401|99.00000000000|-1.00000000000|99.00000000000|-1.00000000000|-999.0000000000|-999.0000000000| 16.885000
04D3ny  |0.810720342108|SNLS5 |214.734666667  52.187463889|   24.703660|   24.771793|   23.896404|   22.788919|   22.253111|    0.185564|    0.086074|    0.063958|    0.037855|    0.063959|   27.377865|   27.308656|   26.293645|   25.094180|   24.617131|    0.135199|    0.061669|    0.037046|    0.022230|    0.044416|   11.190617|   11.927173|   30.376785|   91.691271|  142.281286|    1.763800|    0.749770|    1.370958|    2.463099|    7.486975| 0.51462377570| 0.04822687040| 0.39250368210| 0.03598093950|  10.1636520115|   0.0491617362|  4.302237
04D3oe  |0.756687373685|SNLS5 |214.914100000  52.553847222|   25.390394|   24.729127|   22.977349|   21.537817|   21.003723|    0.261424|    0.055401|    0.020110|    0.011468|    0.019248|   27.404198|   26.374159|   24.530376|   23.032407|   22.467372|    0.123975|    0.020928|    0.006183|    0.003146|    0.005908|   10.922471|   28.205660|  154.116709|  612.402566| 1030.507850|    1.595812|    0.616522|    1.281198|    3.086030|    8.859693| 1.06277451370| 0.09811605380| 1.00213470870| 0.01609126310|  10.8410335194|   0.0236616492|  1.773791
05D3ax  |0.643641641562|SNLS5 |214.823262500  52.687519444|   25.618016|   25.787444|   24.938746|   24.303792|   23.996869|    0.186339|    0.098335|    0.071499|    0.070414|    0.166253|   27.180637|   27.222824|   26.278444|   25.577464|   25.428952|    0.101847|    0.053720|    0.032485|    0.033045|    0.102435|   13.419774|   12.908339|   30.805079|   58.750898|   67.362675|    1.659511|    0.746028|    1.246822|    2.415915|    8.115470| 0.08632899470| 0.05908520540| 0.00276590590| 0.07102461120|   8.7009887148|   0.1426360926|  1.685873
